inst#,actual,predicted,error,prediction,tweet,tweet,ID,SentiReal,SentPredict,SentPredict/2,sentPredictlog,,AVGReal,AVGPredict
197,1,1,,0.93,'lvmh affordable luxe fine helped dutyfree confident mainstream shoppers','lvmh affordable luxe fine helped dutyfree confident mainstream shoppers',7.19577E+17,0.45,0.93,0.465,,,,
190,1,1,,1,'stock winner','stock winner',11600568,0.451,1,0.5,,,,
161,1,1,,0.97,'china winners','china winners',19639364,0.452,0.97,0.485,,,,
124,1,1,,0.98,'nice breakout recent consolidation','nice breakout recent consolidation',6901519,0.452,0.98,0.49,,,,
132,1,1,,0.74,'biggest st50 gainers','biggest st50 gainers',6006891,0.452,0.74,0.37,,,,
183,1,1,,0.98,'winning pick week','winning pick week',7.19924E+17,0.452,0.98,0.49,,,,
76,1,1,,1,'china winners','china winners',19639364,0.452,1,0.5,,,,
99,1,1,,0.81,'updated core4 portfolio','updated core4 portfolio',7.19532E+17,0.452,0.81,0.405,,,,
27,1,1,,0.98,'china winners','china winners',19639364,0.452,0.98,0.49,,,,
88,1,1,,1,'sector stocks leading today','sector stocks leading today',7.08356E+17,0.454,1,0.5,,,,
163,1,1,,1,'sector stocks leading today','sector stocks leading today',7.08356E+17,0.454,1,0.5,,,,
184,1,1,,0.99,'gap up today say heat coming','gap up today say heat coming',25576950,0.454,0.99,0.495,,,,
131,1,1,,1,'sector stocks leading today','sector stocks leading today',7.08356E+17,0.454,1,0.5,,,,
200,1,1,,1,'sector stocks leading today','sector stocks leading today',7.08356E+17,0.454,1,0.5,,,,
135,1,1,,1,'sector stocks leading today','sector stocks leading today',7.08356E+17,0.454,1,0.5,,,,
24,1,1,,1,'sector stocks leading today','sector stocks leading today',7.08356E+17,0.454,1,0.5,,,,
191,1,1,,1,'sector stocks leading today','sector stocks leading today',7.08356E+17,0.454,1,0.5,,,,
125,1,1,,0.76,'revenue grew doubledigit','revenue grew doubledigit',16794460,0.454,0.76,0.38,,,,
196,1,1,,1,'sector stocks leading today','sector stocks leading today',7.08356E+17,0.454,1,0.5,,,,
84,1,1,,1,'sector stocks leading today','sector stocks leading today',7.08356E+17,0.454,1,0.5,,,,
127,1,1,,0.92,'3 top japan etfs surge higher 2h','3 top japan etfs surge higher 2h',38895736,0.456,0.92,0.46,,,,
35,1,1,,0.96,'tremendous opportunity awaits','tremendous opportunity awaits',7.11643E+17,0.456,0.96,0.48,,,,
80,1,1,,0.99,'received buy rating wells fargo','received buy rating wells fargo',7.19889E+17,0.456,0.99,0.495,,,,
155,1,1,,1,'bullish crossovers','bullish crossovers',39047668,0.457,1,0.5,,,,
150,1,1,,0.99,'bullish crossovers','bullish crossovers',39047668,0.457,0.99,0.495,,,,
44,1,1,,1,'bullish crossovers','bullish crossovers',39047668,0.457,1,0.5,,,,
118,1,1,,1,'bullish crossovers','bullish crossovers',39047668,0.457,1,0.5,,,,
86,1,1,,0.63,'monday bulls','monday bulls',7.19552E+17,0.457,0.63,0.315,,,,
112,1,1,,0.99,'bullish crossovers','bullish crossovers',39047668,0.457,0.99,0.495,,,,
144,1,1,,0.99,'bullish crossovers','bullish crossovers',39047668,0.457,0.99,0.495,,,,
76,1,1,,1,long,long,7957687,0.457,1,0.5,,,,
94,1,1,,1,buy,buy,7.19549E+17,0.458,1,0.5,,,,
137,1,1,,0.92,'up 200 stocks making new 52 week highs','up 200 stocks making new 52 week highs',7.10515E+17,0.458,0.92,0.46,,,,
125,1,1,,0.82,'pushing channel development','pushing channel development',7.19566E+17,0.458,0.82,0.41,,,,
62,1,1,,0.93,'oversold conditions howing nice positive divergences chart','oversold conditions howing nice positive divergences chart',38570232,0.459,0.93,0.465,,,,
4,1,1,,1,'looking strong bounce lunchtime rally coming','looking strong bounce lunchtime rally coming',7.19891E+17,0.46,1,0.5,,,,
138,1,1,,1,'looking strong bounce lunchtime rally coming','looking strong bounce lunchtime rally coming',7.19891E+17,0.46,1,0.5,,,,
136,1,1,,0.99,'looking strong bounce lunchtime rally coming','looking strong bounce lunchtime rally coming',7.19891E+17,0.46,0.99,0.495,,,,
15,1,1,,0.74,'mastered supply chain','mastered supply chain',9408369,0.461,0.74,0.37,,,,
13,1,1,,0.93,'three hot stocks today','three hot stocks today',20655340,0.461,0.93,0.465,,,,
128,1,1,,0.98,'new bullish conversation activity','new bullish conversation activity',30419243,0.461,0.98,0.49,,,,
24,1,1,,0.92,'three hot stocks today','three hot stocks today',20655340,0.461,0.92,0.46,,,,
14,1,1,,0.97,'new bullish conversation activity','new bullish conversation activity',30419243,0.461,0.97,0.485,,,,
110,1,1,,0.87,'whats great move still hold since back day yesterday','whats great move still hold since back day yesterday',18464849,0.461,0.87,0.435,,,,
193,1,1,,0.88,'biggest gainers today large caps','biggest gainers today large caps',7.19721E+17,0.462,0.88,0.44,,,,
134,1,1,,1,'best stocks 2012','best stocks 2012',6178538,0.463,1,0.5,,,,
2,1,1,,1,'best stocks 2012','best stocks 2012',6178538,0.463,1,0.5,,,,
60,1,1,,0.91,'good place take shot','good place take shot',7.19541E+17,0.465,0.91,0.455,,,,
161,1,1,,0.96,'alphabet inc upgraded buy','alphabet inc upgraded buy',7.19561E+17,0.465,0.96,0.48,,,,
105,1,1,,1,'closed buy','closed buy',7.19593E+17,0.466,1,0.5,,,,
3,1,1,,0.99,'closed buy','closed buy',7.19593E+17,0.466,0.99,0.495,,,,
54,1,1,,0.91,'bought skf hedge','bought skf hedge',5948586,0.466,0.91,0.455,,,,
34,1,1,,0.97,'closed buy','closed buy',7.19593E+17,0.466,0.97,0.485,,,,
70,1,-1,+,0.92,'notice doomsaying bears disappear climbs','notice doomsaying bears disappear climbs',18998360,0.467,-0.92,,,,,
28,1,1,,0.93,'13f shows new stakes','13f shows new stakes',5795737,0.468,0.93,0.465,,,,
29,1,1,,0.66,'another strong rail today breaking intraday resistance','another strong rail today breaking intraday resistance',7.08401E+17,0.468,0.66,0.33,,,,
104,1,1,,0.92,'13f shows new stakes','13f shows new stakes',5795737,0.468,0.92,0.46,,,,
132,1,1,,0.78,'break new highs lots technicals looking great right','break new highs lots technicals looking great right',12044101,0.469,0.78,0.39,,,,
107,1,1,,0.84,'tripadvisor jumps rumors','tripadvisor jumps rumors',7.09402E+17,0.47,0.84,0.42,,,,
118,1,1,,0.95,'added bounce','added bounce',7764961,0.47,0.95,0.475,,,,
102,1,1,,0.95,'picked up calm','picked up calm',7.09948E+17,0.47,0.95,0.475,,,,
169,1,1,,0.87,'major skin gamepositive','major skin gamepositive',5792305,0.471,0.87,0.435,,,,
135,1,1,,0.84,'word street allergen looking endo international','word street allergen looking endo international',7.19559E+17,0.472,0.84,0.42,,,,
184,1,1,,0.89,'calls popping 5','calls popping 5',7.19519E+17,0.472,0.89,0.445,,,,
25,1,1,,0.85,'ready take','ready take',16648889,0.472,0.85,0.425,,,,
13,1,1,,0.82,'let run','let run',32035784,0.473,0.82,0.41,,,,
29,1,1,,0.96,'still top dog','still top dog',5277169,0.473,0.96,0.48,,,,
48,1,1,,1,'buy wfm','buy wfm',7.095E+17,0.474,1,0.5,,,,
78,1,1,,1,'analysts impressed progress','analysts impressed progress',7.09459E+17,0.474,1,0.5,,,,
200,1,1,,0.99,'long morning','long morning',7.10102E+17,0.476,0.99,0.495,,,,
47,1,1,,1,'long morning','long morning',7.10102E+17,0.476,1,0.5,,,,
183,1,1,,0.74,'crunching diamond rough','crunching diamond rough',5693883,0.477,0.74,0.37,,,,
179,1,1,,0.99,'run run amzn up 44','run run amzn up 44',35618881,0.477,0.99,0.495,,,,
118,1,1,,0.8,'making higher highs higher lows consolidates past several weeks','making higher highs higher lows consolidates past several weeks',16092592,0.478,0.8,0.4,,,,
173,1,1,,0.83,'like ascending triangle breakout coming monday','like ascending triangle breakout coming monday',13391009,0.478,0.83,0.415,,,,
54,1,1,,1,'closng higher','closng higher',5505409,0.48,1,0.5,,,,
118,1,1,,0.87,'long play another consistent profit zone','long play another consistent profit zone',7.19524E+17,0.48,0.87,0.435,,,,
50,1,1,,0.99,'run run amzn up 44','run run amzn up 44',35618881,0.482,0.99,0.495,,,,
96,1,1,,1,add,add,6427709,0.483,1,0.5,,,,
45,1,1,,0.97,'move up','move up',11143190,0.483,0.97,0.485,,,,
108,1,1,,1,'long earnings looks good 600','long earnings looks good 600',7.19529E+17,0.484,1,0.5,,,,
187,1,1,,0.92,'lnkd great doesnt potential side fb','lnkd great doesnt potential side fb',29352447,0.484,0.92,0.46,,,,
97,1,1,,0.84,'10 dividend increase rewards patient investors future looks bright','10 dividend increase rewards patient investors future looks bright',7.0933E+17,0.484,0.84,0.42,,,,
170,1,1,,0.87,'come run bulls today','come run bulls today',36590341,0.484,0.87,0.435,,,,
77,1,1,,0.83,'trying break daily trend line big move could happen','trying break daily trend line big move could happen',7.19915E+17,0.485,0.83,0.415,,,,
121,1,1,,0.99,'inside week buy triggers','inside week buy triggers',25571322,0.485,0.99,0.495,,,,
12,1,1,,0.76,'runs 50sma acquisition news','runs 50sma acquisition news',10448993,0.486,0.76,0.38,,,,
67,1,1,,1,long,long,7.0939E+17,0.488,1,0.5,,,,
122,1,1,,1,long,long,7.0939E+17,0.488,1,0.5,,,,
161,1,1,,1,long,long,7.0939E+17,0.488,1,0.5,,,,
11,1,1,,0.83,'grab cheap','grab cheap',5851374,0.488,0.83,0.415,,,,
142,1,1,,1,long,long,7.0939E+17,0.488,1,0.5,,,,
136,1,1,,1,'buy wynn','buy wynn',7.095E+17,0.489,1,0.5,,,,
151,1,1,,0.88,'keeps outperform rated','keeps outperform rated',7.19856E+17,0.489,0.88,0.44,,,,
103,1,1,,0.97,'make hod longs','make hod longs',7.11982E+17,0.49,0.97,0.485,,,,
72,1,-1,+,0.76,'watch showing serious demand','watch showing serious demand',33354699,0.491,-0.76,,,,,
99,1,1,,1,'best outperformers ranked','best outperformers ranked',7.19523E+17,0.492,1,0.5,,,,
103,1,1,,1,'best outperformers ranked','best outperformers ranked',7.19523E+17,0.492,1,0.5,,,,
64,1,1,,0.74,'stream bullish you going biggest billions','stream bullish you going biggest billions',35909043,0.492,0.74,0.37,,,,
104,1,1,,1,'best outperformers ranked','best outperformers ranked',7.19523E+17,0.492,1,0.5,,,,
107,1,1,,1,'best outperformers ranked','best outperformers ranked',7.19523E+17,0.492,1,0.5,,,,
165,1,1,,0.98,'great cash balance impressive growth rate','great cash balance impressive growth rate',34669614,0.493,0.98,0.49,,,,
187,1,1,,0.83,'close around 34 good sign tom continue upwards','close around 34 good sign tom continue upwards',33815244,0.494,0.83,0.415,,,,
18,1,1,,0.99,'trade continuing nicely yesterday looking strong','trade continuing nicely yesterday looking strong',10041008,0.495,0.99,0.495,,,,
48,1,1,,0.99,'trade continuing nicely yesterday looking strong','trade continuing nicely yesterday looking strong',10041008,0.495,0.99,0.495,,,,
38,1,1,,0.62,'receives 7year 50m contract','receives 7year 50m contract',5879468,0.497,0.62,0.31,,,,
137,1,1,,0.78,'accumulation chart continues make new highs showing accumulation continuing take place','accumulation chart continues make new highs showing accumulation continuing take place',10397968,0.497,0.78,0.39,,,,
157,1,1,,0.9,'new rsi signal created cost buy','new rsi signal created cost buy',7.19893E+17,0.497,0.9,0.45,,,,
84,1,1,,1,'moved upper bollinger band','moved upper bollinger band',29695868,0.498,1,0.5,,,,
157,1,1,,1,'moved upper bollinger band','moved upper bollinger band',29695868,0.498,1,0.5,,,,
102,1,1,,1,'moved upper bollinger band','moved upper bollinger band',29695868,0.498,1,0.5,,,,
50,1,1,,1,'stock buy','stock buy',19193470,0.498,1,0.5,,,,
142,1,1,,1,'moved upper bollinger band','moved upper bollinger band',29695868,0.498,1,0.5,,,,
155,1,1,,0.99,'moved upper bollinger band','moved upper bollinger band',29695868,0.498,0.99,0.495,,,,
87,1,1,,1,'moved upper bollinger band','moved upper bollinger band',29695868,0.498,1,0.5,,,,
95,1,1,,1,'moved upper bollinger band','moved upper bollinger band',29695868,0.498,1,0.5,,,,
66,1,1,,0.99,'add fxp skf positions','add fxp skf positions',5588045,0.5,0.99,0.495,,,,
126,1,1,,0.98,'add fxp skf positions','add fxp skf positions',5588045,0.501,0.98,0.49,,,,
39,1,1,,1,'erinn murphy piper jaffray thinks finl buy','erinn murphy piper jaffray thinks finl buy',38554062,0.501,1,0.5,,,,
186,1,1,,0.78,'raises q2 fy12 guidance','raises q2 fy12 guidance',5631608,0.501,0.78,0.39,,,,
56,1,1,,0.61,'delivering goods lets see spill chinese internet names','delivering goods lets see spill chinese internet names',32753195,0.502,0.61,0.305,,,,
171,1,1,,1,'stocks support w high trade quality','stocks support w high trade quality',7.19866E+17,0.503,1,0.5,,,,
163,1,1,,1,'stocks support w high trade quality','stocks support w high trade quality',7.19866E+17,0.503,1,0.5,,,,
197,1,1,,1,'stocks support w high trade quality','stocks support w high trade quality',7.19866E+17,0.503,1,0.5,,,,
53,1,1,,1,'stocks support w high trade quality','stocks support w high trade quality',7.19866E+17,0.503,1,0.5,,,,
63,1,1,,1,'stocks support w high trade quality','stocks support w high trade quality',7.19866E+17,0.503,1,0.5,,,,
47,1,-1,+,0.73,'breakout thru 50 200 dma short squeeze progress','breakout thru 50 200 dma short squeeze progress',7.19545E+17,0.504,-0.73,,,,,
92,1,1,,0.86,'finds support','finds support',5499580,0.504,0.86,0.43,,,,
37,1,1,,0.878,'bought bought fb','bought bought fb',7.19534E+17,0.506,0.878,0.439,,,,
36,1,1,,0.87,'up 10 premarket ready lift','up 10 premarket ready lift',34043220,0.507,0.87,0.435,,,,
180,1,1,,0.692,'fb 112 calls 55 entry','fb 112 calls 55 entry',7.09408E+17,0.509,0.692,0.346,,,,
39,1,1,,0.95,'up day continue surge next week','up day continue surge next week',31675138,0.509,0.95,0.475,,,,
3,1,1,,0.97,'long 395great find hope wold another anly pzzi still holding second 12','long 395great find hope wold another anly pzzi still holding second 12',6309910,0.509,0.97,0.485,,,,
124,1,1,,0.97,'long 395great find hope wold another anly pzzi still holding second 12','long 395great find hope wold another anly pzzi still holding second 12',6309910,0.509,0.97,0.485,,,,
135,1,1,,0.98,'long 395great find hope wold another anly pzzi still holding second 12','long 395great find hope wold another anly pzzi still holding second 12',6309910,0.509,0.98,0.49,,,,
172,1,1,,0.97,'5 best analyst rated stocks','5 best analyst rated stocks',7.10496E+17,0.509,0.97,0.485,,,,
98,1,1,,0.72,'buying weakness','buying weakness',39047253,0.511,0.72,0.36,,,,
114,1,1,,0.72,'buying weakness','buying weakness',39047253,0.511,0.72,0.36,,,,
6,1,1,,1,'gap fill coming up','gap fill coming up',10893993,0.511,1,0.5,,,,
188,1,1,,0.77,'cusp major bollinger breakout daily sitting right 200 day ema force strong','cusp major bollinger breakout daily sitting right 200 day ema force strong',7.09714E+17,0.511,0.77,0.385,,,,
94,1,1,,1,longs,longs,12248515,0.511,1,0.5,,,,
23,1,1,,0.8,'buying weakness','buying weakness',39047253,0.511,0.8,0.4,,,,
97,1,1,,1,longs,longs,12248515,0.511,1,0.5,,,,
69,1,1,,1,longs,longs,12248515,0.511,1,0.5,,,,
117,1,1,,1,longs,longs,12248515,0.511,1,0.5,,,,
32,1,1,,0.98,'notable gainers among liquid option names morning','notable gainers among liquid option names morning',7.19544E+17,0.513,0.98,0.49,,,,
65,1,1,,1,'added long friday close','added long friday close',7.19516E+17,0.513,1,0.5,,,,
30,1,1,,0.96,'notable gainers among liquid option names morning','notable gainers among liquid option names morning',7.19544E+17,0.513,0.96,0.48,,,,
122,1,1,,1,'added long friday close','added long friday close',7.19516E+17,0.513,1,0.5,,,,
136,1,1,,0.98,'notable gainers among liquid option names morning','notable gainers among liquid option names morning',7.19544E+17,0.513,0.98,0.49,,,,
38,1,1,,0.77,'gots aezs morning','gots aezs morning',11192797,0.514,0.77,0.385,,,,
198,1,1,,0.97,'shoots moon favorite pumper','shoots moon favorite pumper',27289677,0.514,0.97,0.485,,,,
56,1,1,,0.81,'take you','take you',7452091,0.515,0.81,0.405,,,,
106,1,1,,0.86,'breakout likely','breakout likely',5970567,0.518,0.86,0.43,,,,
198,1,1,,0.66,'baird upgrades tesla motors tsla outperform','baird upgrades tesla motors tsla outperform',7.09328E+17,0.52,0.66,0.33,,,,
137,1,1,,0.99,'looking strong bounce lunchtime rally coming','looking strong bounce lunchtime rally coming',7.19891E+17,0.521,0.99,0.495,,,,
48,1,1,,1,'up 22 still holding','up 22 still holding',7.09788E+17,0.523,1,0.5,,,,
117,1,1,,0.99,'piper upgrades symantec improving renewal rates enterprise growth','piper upgrades symantec improving renewal rates enterprise growth',7.11906E+17,0.525,0.99,0.495,,,,
147,1,1,,0.96,outperforms,outperforms,7.08396E+17,0.525,0.96,0.48,,,,
101,1,1,,0.86,'long market','long market',6428776,0.525,0.86,0.43,,,,
77,1,1,,0.91,'sales exceed target profitability guidance amended upward','sales exceed target profitability guidance amended upward',12803864,0.526,0.91,0.455,,,,
45,1,1,,0.96,'gaining momentum nice buy signals','gaining momentum nice buy signals',27984023,0.527,0.96,0.48,,,,
182,1,1,,0.99,'sets up breakout','sets up breakout',5771422,0.528,0.99,0.495,,,,
101,1,1,,0.98,'sets up breakout','sets up breakout',5771422,0.528,0.98,0.49,,,,
3,1,1,,1,'added dnkn longs','added dnkn longs',7744550,0.528,1,0.5,,,,
41,1,1,,0.81,'next year could good year would like start adding soon','next year could good year would like start adding soon',6195441,0.528,0.81,0.405,,,,
102,1,1,,1,'nice day rally','nice day rally',7.19536E+17,0.529,1,0.5,,,,
103,1,1,,1,'nice day rally','nice day rally',7.19536E+17,0.529,1,0.5,,,,
112,1,1,,1,'nice day rally','nice day rally',7.19536E+17,0.529,1,0.5,,,,
141,1,1,,1,'nice day rally','nice day rally',7.19536E+17,0.529,1,0.5,,,,
144,1,1,,1,'nice day rally','nice day rally',7.19536E+17,0.529,1,0.5,,,,
107,1,1,,1,'nice day rally','nice day rally',7.19536E+17,0.529,1,0.5,,,,
100,1,1,,0.74,'new hod conviction keeping 570 watch resistance','new hod conviction keeping 570 watch resistance',7.08389E+17,0.529,0.74,0.37,,,,
121,1,1,,1,'nice day rally','nice day rally',7.19536E+17,0.529,1,0.5,,,,
31,1,1,,1,'nice day rally','nice day rally',7.19536E+17,0.529,1,0.5,,,,
68,1,1,,1,'nice day rally','nice day rally',7.19536E+17,0.529,1,0.5,,,,
75,1,1,,1,'nice day rally','nice day rally',7.19536E+17,0.529,1,0.5,,,,
120,1,1,,1,'nice day rally','nice day rally',7.19536E+17,0.529,1,0.5,,,,
169,1,1,,0.88,'making new highs year','making new highs year',5509476,0.53,0.88,0.44,,,,
100,1,1,,0.84,'long term uptrend broke 4 year resistance','long term uptrend broke 4 year resistance',5719679,0.53,0.84,0.42,,,,
191,1,1,,0.68,'pivotal upgrades alphabet ahead q1 results','pivotal upgrades alphabet ahead q1 results',7.19554E+17,0.53,0.68,0.34,,,,
37,1,1,,0.92,'facebook succeeding google dominated','facebook succeeding google dominated',7.19737E+17,0.531,0.92,0.46,,,,
98,1,1,,0.92,'demand ahead strongest growth','demand ahead strongest growth',7.09733E+17,0.532,0.92,0.46,,,,
1,1,1,,1,'staying strong','staying strong',6200985,0.532,1,0.5,,,,
179,1,1,,0.67,'good time buy','good time buy',11296514,0.533,0.67,0.335,,,,
11,1,1,,0.69,'cures 96 hardtotreat','cures 96 hardtotreat',7.092E+17,0.534,0.69,0.345,,,,
117,1,1,,1,long,long,5365505,0.537,1,0.5,,,,
36,1,1,,0.91,'continues rally','continues rally',6230469,0.538,0.91,0.455,,,,
8,1,1,,0.728,'fb 107 tomorrow show','fb 107 tomorrow show',7.19611E+17,0.539,0.728,0.364,,,,
189,1,1,,0.68,'oil back above 60','oil back above 60',38330201,0.543,0.68,0.34,,,,
79,1,1,,0.73,'hold media bs you profitable patience key','hold media bs you profitable patience key',18236977,0.543,0.73,0.365,,,,
81,1,1,,0.99,'sectorbreadth strongest sector industrials 86 bullishness','sectorbreadth strongest sector industrials 86 bullishness',26061978,0.545,0.99,0.495,,,,
29,1,1,,0.93,'shares up 7 hours beats','shares up 7 hours beats',6122618,0.552,0.93,0.465,,,,
173,1,1,,0.91,'aug 645 calls 550','aug 645 calls 550',9155448,0.553,0.91,0.455,,,,
18,1,1,,0.96,'adding expe pcln mix soon already ctrp trip','adding expe pcln mix soon already ctrp trip',7.09398E+17,0.554,0.96,0.48,,,,
135,1,1,,0.81,'pop holiday','pop holiday',39048523,0.555,0.81,0.405,,,,
184,1,1,,0.99,'biggest gainers today large caps','biggest gainers today large caps',7.19721E+17,0.556,0.99,0.495,,,,
4,1,1,,0.96,'investor longterm stock recommendation','investor longterm stock recommendation',7.11911E+17,0.557,0.96,0.48,,,,
184,1,1,,0.78,'loooooongggggg base','loooooongggggg base',26281546,0.557,0.78,0.39,,,,
164,1,1,,0.71,'profitable hard software product innovator','profitable hard software product innovator',6234119,0.559,0.71,0.355,,,,
146,1,-1,+,0.84,'11x earnings aapl steal','11x earnings aapl steal',7.19878E+17,0.561,-0.84,,,,,
33,1,1,,0.96,'5star analyst brianwieser pivotal research upgraded rating googl buy brian 79 success rate','5star analyst brianwieser pivotal research upgraded rating googl buy brian 79 success rate',7.19529E+17,0.561,0.96,0.48,,,,
141,1,1,,0.677,'top 10 brands millennials aapl 1 fb way list 65','top 10 brands millennials aapl 1 fb way list 65',7.08418E+17,0.562,0.677,0.3385,,,,
99,1,1,,0.94,'bought little yesterda hoping earnings pop','bought little yesterda hoping earnings pop',32558345,0.562,0.94,0.47,,,,
12,1,1,,0.97,'breakout regional banking','breakout regional banking',6681686,0.563,0.97,0.485,,,,
115,1,1,,0.91,'ross stores upgraded outperform rbc capital markets','ross stores upgraded outperform rbc capital markets',21308378,0.565,0.91,0.455,,,,
81,1,1,,0.78,'new recommendation carl kirst bmo capital markets','new recommendation carl kirst bmo capital markets',23970758,0.566,0.78,0.39,,,,
131,1,1,,0.98,'macd adx crossing signal lines long setup','macd adx crossing signal lines long setup',20104445,0.569,0.98,0.49,,,,
188,1,1,,0.99,'long endp 2623 agn bo rumor','long endp 2623 agn bo rumor',7.19558E+17,0.57,0.99,0.495,,,,
34,1,1,,0.95,'growing customers globally e stay long','growing customers globally e stay long',7.10868E+17,0.576,0.95,0.475,,,,
94,1,1,,0.63,'looks really interesting drop grabbed options stock','looks really interesting drop grabbed options stock',7.19924E+17,0.579,0.63,0.315,,,,
164,1,1,,0.94,'bought fb 111 calls','bought fb 111 calls',7.10555E+17,0.579,0.94,0.47,,,,
62,1,1,,0.72,'2 wks fund inflows first time','2 wks fund inflows first time',7.10843E+17,0.58,0.72,0.36,,,,
39,1,1,,0.78,'2 wks fund inflows first time','2 wks fund inflows first time',7.10843E+17,0.58,0.78,0.39,,,,
191,1,1,,0.94,'still holding','still holding',5707322,0.581,0.94,0.47,,,,
138,1,-1,+,0.86,'16 conviction im buyer','16 conviction im buyer',5335110,0.585,-0.86,,,,,
140,1,1,,0.84,'cat 510','cat 510',5514207,0.586,0.84,0.42,,,,
194,1,1,,0.73,'posts 60 percent jump 4q profit steep global sales increase','posts 60 percent jump 4q profit steep global sales increase',6550175,0.586,0.73,0.365,,,,
150,1,1,,1,'aggressive buy','aggressive buy',7.1995E+17,0.587,1,0.5,,,,
45,1,1,,0.72,'see 20 percent upside fb shares','see 20 percent upside fb shares',7.08681E+17,0.589,0.72,0.36,,,,
123,1,1,,0.89,'added regn 402','added regn 402',7.19928E+17,0.589,0.89,0.445,,,,
23,1,1,,1,'longerterm technical swing long basis','longerterm technical swing long basis',25816362,0.591,1,0.5,,,,
36,1,1,,1,'longerterm technical swing long basis','longerterm technical swing long basis',25816362,0.591,1,0.5,,,,
181,1,1,,1,'longerterm technical swing long basis','longerterm technical swing long basis',25816362,0.591,1,0.5,,,,
188,1,1,,0.99,'longerterm technical swing long basis','longerterm technical swing long basis',25816362,0.591,0.99,0.495,,,,
84,1,1,,0.99,'momentum building breakout trigger long setup','momentum building breakout trigger long setup',14018712,0.592,0.99,0.495,,,,
55,1,1,,0.85,'transports always lead way bull flag','transports always lead way bull flag',5985013,0.594,0.85,0.425,,,,
46,1,1,,0.82,'great growth stk also raised dividend clearly great investment','great growth stk also raised dividend clearly great investment',37922973,0.597,0.82,0.41,,,,
49,1,1,,0.88,'largecap growth fundholders get lift','largecap growth fundholders get lift',7.08353E+17,0.597,0.88,0.44,,,,
44,1,-1,+,0.51,'broke resistance redtogreen','broke resistance redtogreen',7.19745E+17,0.598,-0.51,,,,,
49,1,-1,+,0.91,'slowmotion disruption global auto industry','slowmotion disruption global auto industry',7.19551E+17,0.601,-0.91,,,,,
66,1,1,,0.64,'solarcity customers produce enough electricity power tesla fleet','solarcity customers produce enough electricity power tesla fleet',7.19577E+17,0.601,0.64,0.32,,,,
103,1,1,,0.75,'advance announce licensing agreement','advance announce licensing agreement',7.19618E+17,0.604,0.75,0.375,,,,
127,1,1,,0.83,'long tsla','long tsla',7.19531E+17,0.607,0.83,0.415,,,,
74,1,1,,1,'huge buy names','huge buy names',37312789,0.608,1,0.5,,,,
175,1,1,,1,'huge buy names','huge buy names',37312789,0.608,1,0.5,,,,
10,1,1,,0.97,'upgrades outperform ifts price target','upgrades outperform ifts price target',7.09286E+17,0.61,0.97,0.485,,,,
118,1,1,,0.92,'multiyear stock breakouts','multiyear stock breakouts',9742736,0.612,0.92,0.46,,,,
86,1,1,,0.97,'multiyear stock breakouts','multiyear stock breakouts',9742736,0.612,0.97,0.485,,,,
67,1,1,,1,'yahoo extends bidding deadline interest grows','yahoo extends bidding deadline interest grows',7.19478E+17,0.613,1,0.5,,,,
111,1,1,,0.93,'took endp long','took endp long',7.19886E+17,0.613,0.93,0.465,,,,
145,1,1,,0.97,'bot gmcr 75 nov call','bot gmcr 75 nov call',5713736,0.614,0.97,0.485,,,,
84,1,1,,0.98,'gpro up','gpro up',34122674,0.619,0.98,0.49,,,,
198,1,1,,0.76,whisperbeat,whisperbeat,7.10558E+17,0.619,0.76,0.38,,,,
174,1,1,,0.98,'goldman sachs reiterates conviction buy','goldman sachs reiterates conviction buy',7.19845E+17,0.622,0.98,0.49,,,,
89,1,1,,0.79,'closed green bullish','closed green bullish',36477978,0.622,0.79,0.395,,,,
187,1,1,,0.9,'nobody recommending sale stock big things coming','nobody recommending sale stock big things coming',7.08682E+17,0.623,0.9,0.45,,,,
179,1,1,,0.9,'added sso 6433','added sso 6433',39024678,0.626,0.9,0.45,,,,
68,1,1,,0.79,breakouts,breakouts,10602596,0.627,0.79,0.395,,,,
166,1,1,,0.99,'long amzn oct 240 calls','long amzn oct 240 calls',9969988,0.628,0.99,0.495,,,,
149,1,1,,0.77,'still massive weekly monthly uptrend','still massive weekly monthly uptrend',5788910,0.632,0.77,0.385,,,,
2,1,1,,1,'record number passengers served 2015','record number passengers served 2015',7.19904E+17,0.638,1,0.5,,,,
22,1,1,,1,'record number passengers served 2015','record number passengers served 2015',7.19904E+17,0.638,1,0.5,,,,
25,1,1,,0.99,'record number passengers served 2015','record number passengers served 2015',7.19904E+17,0.638,0.99,0.495,,,,
54,1,1,,0.99,'record number passengers served 2015','record number passengers served 2015',7.19904E+17,0.638,0.99,0.495,,,,
46,1,1,,0.89,'big money pouring facebook directions','big money pouring facebook directions',15261933,0.645,0.89,0.445,,,,
175,1,1,,0.7,'beautiful trendbase technicals pointing up','beautiful trendbase technicals pointing up',33351682,0.645,0.7,0.35,,,,
42,1,1,,0.93,'kous cocacola co 19oct positive','kous cocacola co 19oct positive',28162967,0.646,0.93,0.465,,,,
175,1,1,,0.96,'sectors improved bullish breadth','sectors improved bullish breadth',6061294,0.647,0.96,0.48,,,,
78,1,1,,0.85,'love bullish','love bullish',7.10832E+17,0.648,0.85,0.425,,,,
44,1,1,,0.87,'long aapl','long aapl',7.10493E+17,0.648,0.87,0.435,,,,
